6rd - 12
rpcd-mod-iwinfo - 2023-07-01-c07ab2f9-1
rpcd-mod-ucode - 2023-07-01-c07ab2f9-1
rstp - 2011-10-11-434d24bae108dbb21461a13a4abcf014afa8b029
rtty-openssl - 8.1.5-1
samba4-libs - 4.18.8-1
samba4-server - 4.18.8-1
samba4-utils - 4.18.8-1
smstools3 - 3.1.21-2
squashfs4 - 4.2
ssmtp - 2.64-7
stubby - 0.4.3-2
sudo - 1.9.14p3-1
swconfig - 12
sysstat - 12.4.5-1
sysupgrade-helper - g352296e-1
tailscale - 1.80.3-1
tayga - 0.9.2-3
tc-full - 6.3.0-1
tc-mod-iptables - 6.3.0-1
tcpdump - 4.99.4-1
terminfo - 6.4-2
tor - 0.4.8.9-1
tor-geoip - 0.4.8.9-1
ubi-utils - 2.1.5-1
uboot-envtools - 2023.04-1
ubox - 2022-08-13-4c7b720b-2
ubus - 2023-06-05-f787c97b-1
ubusd - 2023-06-05-f787c97b-1
uci - 2023-08-10-5781664d-1
uclient-fetch - 2023-04-13-007d9454-1
ucode - 2023-11-07-a6e75e02-1
ucode-mod-fs - 2023-11-07-a6e75e02-1
ucode-mod-math - 2023-11-07-a6e75e02-1
ucode-mod-ubus - 2023-11-07-a6e75e02-1
ucode-mod-uci - 2023-11-07-a6e75e02-1
uhttpd - 2023-06-25-34a8a74d-2
uhttpd-mod-ubus - 2023-06-25-34a8a74d-2
unzip - 6.0-8
uqmi - 2022-10-20-c8c9f105-1
urandom-seed - 3
urngd - 2023-11-01-44365eb1-1
usb-modeswitch - 2022-02-24-3c8595a4-1
usbmuxd - 1.1.1-1
usign - 2020-05-23-f1f65026-1
vsftpd-tls - 3.0.3-3
vxlan - 7
wififw_mount_script - 1
wireguard-tools - 1.0.20210424-2
wireless-regdb - 2024.07.04-1
wireless-tools - 29-6
wsdd2 - 2023-12-21-b676d8ac-1
wwan - 2019-04-29-6
xtables-nft - 1.8.8-2
zerotier - 1.14.1-1
zlib - 1.2.13-1
zoneinfo-africa - 2023c-2
zoneinfo-america - 2023c-2
zoneinfo-asia - 2023c-2
zoneinfo-atlantic - 2023c-2
zoneinfo-australia-nz - 2023c-2
zoneinfo-core - 2023c-2
zoneinfo-europe - 2023c-2
zoneinfo-indian - 2023c-2
zoneinfo-pacific - 2023c-2
zoneinfo-poles - 2023c-2
zoneinfo-simple - 2023c-2
